Unnamed: 0,company_name,company_rating,industry,size,type,years_old,location
833,Adonmo,3.9,Marketing & Advertising,501-1k Employees,Startup,8,Noida
834,Kalyan Jewellers,4.7,Jewellery,5k-10k Employees,Fortune India 500,31,Noida
835,Gabriel India,4.2,Auto Components,1k-5k Employees,Public,63,Noida
836,Trent,4.1,Retail,10k-50k Employees,Public,26,Noida
837,Turtlemint,3.6,Internet,1k-5k Employees,Startup,9,Noida
838,Arvind Group,4.1,Fashion & Textile,10k-50k Employees,Public,93,Noida
839,Adonmo,3.9,Marketing & Advertising,501-1k Employees,Startup,8,Mumbai
840,PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Noida
841,Turtlemint,3.6,Internet,1k-5k Employees,Startup,9,Noida
842,Arvind Group,4.1,Fashion & Textile,10k-50k Employees,Public,93,Noida
843,Barclays Investment Bank,3.9,Banking,50k-1 Lakh Employees (Global),Public,27,Noida
844,Onward Technologies Inc,3.2,Software Product,1k-5k Employees,Public,33,Noida
845,Onward Technologies Inc,3.2,Software Product,1k-5k Employees,Public,33,Noida
846,Digitas,3.6,Marketing & Advertising,201-500 Employees,Public,18,Noida
847,Ryan International School,3.7,Education & Training,10k-50k Employees,Public,32,Noida
848,Trent,4.1,Retail,10k-50k Employees,Public,26,Noida
849,Merino Industries,2.7,Furniture & Furnishing,1k-5k Employees,Public,56,Noida
850,BASIC Home Loan,4.7,FinTech,201-500 Employees,Startup,4,Noida
851,Merino Industries,2.7,Furniture & Furnishing,1k-5k Employees,Public,56,Noida
852,Meesho,3.7,Internet,5k-10k Employees,Indian Unicorn,9,Noida
853,Delta Electronics,4.0,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,32,Noida
854,Shree Cement,4.0,Building Material,5k-10k Employees,Public,45,Noida
855,Spinny,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Noida
856,Abbott,4.2,Pharma,10k-50k Employees,Public,136,Noida
857,DMart,4.0,Retail,10k-50k Employees,Fortune India 500,22,Noida
858,Majestic Auto,4.5,Auto Components,51-200 Employees,Public,51,Noida
859,Lybrate,3.8,Internet,51-200 Employees,Startup,11,Noida
860,Carnival Group,4.0,Media & Entertainment,51-200 Employees,Conglomerate,17,Noida
861,Carnival Group,4.0,Media & Entertainment,51-200 Employees,Conglomerate,17,Noida
862,Travelkhana,2.5,Internet,11-50 Employees (Global),Startup,12,Noida
863,QuickRide,2.7,Software Product,11-50 Employees,Startup,10,Noida
864,PayTunes,4.5,Internet,51-200 Employees,Startup,9,Noida
865,ANG Industries,3.9,Auto Components,51-200 Employees,Public,33,Noida
866,Aba Corp Greenovation,4.3,Real Estate,201-500 Employees,Public,32,Noida
867,eBhasha Setu Language Services,3.2,Internet,11-50 Employees (Global),Startup,9,Noida
868,Travelkhana,2.5,Internet,11-50 Employees (Global),Startup,12,Noida
869,Stitch MES,4.8,Software Product,11-50 Employees,Startup,5,Noida
870,Reclame Hub,1.4,Marketing & Advertising,11-50 Employees,Startup,3,Noida
871,Tandem,2.4,Internet,11-50 Employees (Global),Startup,11,Noida
872,Aba Corp Greenovation,4.3,Real Estate,201-500 Employees,Public,32,Noida
873,InstaSolv,3.8,Internet,51-200 Employees (Global),Startup,5,Noida
874,InstaSolv,3.8,Internet,51-200 Employees (Global),Startup,5,Noida
875,Invoay Software,4.9,Software Product,11-50 Employees,Startup,7,Noida
876,Codefree.io,2.3,Software Product,1-10 Employees,Startup,6,Noida
877,Zypp Electric,4.0,Internet,501-1k Employees,Startup,7,Gurgaon
878,Reliance Capital,4.0,Financial Services,1k-5k Employees,Public,19,Navi
879,Simplex Infrastructures,3.3,Engineering & Construction,1k-5k Employees,Public,100,Noida
880,LimeRoad,2.8,Internet,501-1k Employees,Startup,12,Noida
881,Life Insurance Corporation of India,4.4,Insurance,1 Lakh+ Employees,Fortune India 500,68,Noida
882,Alcatel-Lucent,4.2,Telecom,201-500 Employees,Public,32,Noida
883,Indian Railways,4.2,Railways,1 Lakh+ Employees,Central,171,Noida
884,Bank of India,4.0,Banking,50k-1 Lakh Employees,Fortune India 500,118,Noida
885,Alp Consulting,3.3,Recruitment,201-500 Employees,Public,28,Noida
886,Pradhan Mantri Kaushal Vikas Yojana,4.0,Education & Training,1-10 Employees,Public,9,Noida
887,GIVA Jewellery,3.7,Internet,51-200 Employees,Startup,5,Noida
888,Paisabazaar.com,3.6,Internet,1k-5k Employees,Startup,10,Noida
889,JanaJal,4.7,Internet,11-50 Employees,Startup,9,Noida
890,Mercedes-Benz Research & Development India,4.0,IT Services & Consulting,5k-10k Employees,Public,28,Noida
891,i2iFunding,5.0,Internet,11-50 Employees (Global),Startup,9,Noida
892,NuShala,4.8,Education & Training,11-50 Employees,Startup,5,Noida
893,Tlg India,3.8,Software Product,201-500 Employees,Public,52,Noida
894,IVP (India),4.0,Chemicals / Agri Inputs,51-200 Employees,Public,95,Noida
895,Smile Electronics,3.3,Electronics Manufacturing,201-500 Employees,Public,26,Bangalore
896,Awfis,4.0,Real Estate,501-1k Employees,Startup,9,Gurgaon
897,Aegis Logistics,4.0,Oil & Gas,1k-5k Employees,Public,68,Noida
898,Reclame Hub,1.4,Marketing & Advertising,11-50 Employees,Startup,3,Noida
899,1248 Technologies,3.2,Design,11-50 Employees,Startup,2,Noida
900,Stitch MES,4.8,Software Product,11-50 Employees,Startup,5,Noida
901,Bharat Electronics,4.2,Electronics Manufacturing,5k-10k Employees,Fortune India 500,70,Noida
902,Future Supply Chain Solutions,4.4,Logistics,1k-5k Employees,Public,18,Noida
903,ITC Hotels,4.2,Hospitality,5k-10k Employees,Public,49,Noida
904,Sharekhan,4.0,Financial Services,1k-5k Employees,Public,24,Noida
905,Coca-Cola Company,4.3,Beverage,5k-10k Employees,Forbes Global 2000,138,Noida
906,Thomas Cook,3.9,Travel & Tourism,1k-5k Employees,Public,143,Noida
907,Hubergroup,4.2,Chemicals,1k-5k Employees,Fortune India 500,38,Noida
908,Moody's,4.1,Analytics & KPO,1k-5k Employees,Forbes Global 2000,115,Noida
909,HFCL,4.2,Hardware & Networking,1k-5k Employees,Public,37,Noida
910,Reliance Capital,4.0,Financial Services,1k-5k Employees,Public,19,Noida
911,Zerodha,3.9,FinTech,1k-5k Employees,Public,14,Noida
912,Electronic Arts,4.3,Gaming,1k-5k Employees,Forbes Global 2000,42,Noida
913,TotalEnergies,3.9,Oil & Gas,1k-5k Employees,Forbes Global 2000,100,Noida
914,Life Insurance Corporation of India,4.4,Insurance,1 Lakh+ Employees,Fortune India 500,68,Noida
915,VA Tech Wabag,4.0,Waste Management,501-1k Employees,Public,100,Noida
916,Tata AutoComp Systems,3.9,Auto Components,1k-5k Employees,Public,29,Noida
917,National Small Industries Corporation,3.9,Government,1k-5k Employees,Central,69,Noida
918,Alcatel-Lucent,4.2,Telecom,201-500 Employees,Public,32,Boulogne
919,Adani Power,3.9,Power,1k-5k Employees,Public,18,Ahmedabad
920,Simplex Infrastructures,3.3,Engineering & Construction,1k-5k Employees,Public,100,Kolkata
921,LimeRoad,2.8,Internet,501-1k Employees,Startup,12,Gurgaon
922,Zypp Electric,4.0,Internet,501-1k Employees,Startup,7,Noida
923,Pudumjee Paper Products,4.1,Pulp & Paper,501-1k Employees,Public,9,Noida
924,91springboard,3.7,Real Estate,51-200 Employees,Startup,11,Noida
925,JoulestoWatts Business Solutions,2.9,IT Services & Consulting,201-500 Employees,Startup,9,Noida
926,Thyrocare Technologies,3.6,Healthcare,1k-5k Employees,Public,28,Noida
927,Voxelwerks 3D Solutions,3.9,Industrial Machinery,1-10 Employees,Startup,3,Noida
928,Cogoport,3.0,Internet,51-200 Employees,Startup,8,Noida
929,Air Liquide,3.9,Chemicals,201-500 Employees,Public,122,Noida
930,Pradhan Mantri Kaushal Vikas Yojana,4.0,Education & Training,1-10 Employees,Public,9,Noida
931,JanaJal,4.7,Internet,11-50 Employees,Startup,9,Noida
932,i2iFunding,5.0,Internet,11-50 Employees (Global),Startup,9,Noida
933,Mercedes-Benz Research & Development India,4.0,IT Services & Consulting,5k-10k Employees,Public,28,Bengaluru/Bangalore
934,Air Liquide,3.9,Chemicals,201-500 Employees,Public,122,Paris
935,Venus Remedies,4.4,Pharma,1k-5k Employees,Public,35,Noida
936,Salesforce,4.1,Software Product,5k-10k Employees,Public,25,San
937,AccioJob,4.2,EdTech,51-200 Employees,Startup,6,Noida
938,FloBiz,3.5,IT Services & Consulting,51-200 Employees,Startup,5,Noida
939,Amazon Web Services,4.0,Software Product,10k-50k Employees,Public,18,Noida
940,Park Plus,3.0,Internet,201-500 Employees,Startup,5,Noida
941,Cuemath,3.8,EdTech,1k-5k Employees,Startup,11,Noida
942,Tlg India,3.8,Software Product,201-500 Employees,Public,52,Noida
943,Oracle Financial Services Software,3.7,IT Services & Consulting,10k-50k Employees,Public,34,Noida
944,Smile Electronics,3.3,Electronics Manufacturing,201-500 Employees,Public,26,Noida
945,Continental Chemicals,2.5,IT Services & Consulting,11-50 Employees,Public,40,Noida
946,Lohia Group,3.7,Industrial Machinery,1k-5k Employees,Public,48,Noida
947,Pidilite Industries,4.4,Chemicals,5k-10k Employees,Public,65,Noida
948,Jumbotail Technologies,3.7,Retail,201-500 Employees,Startup,9,Noida
949,Venus Remedies,4.4,Pharma,1k-5k Employees,Public,35,Noida
950,Dana Group,5.0,Pharma,11-50 Employees,Conglomerate,49,Noida
951,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,10k-50k Employees,Public,20,Noida
952,Johnson & Johnson,4.2,Pharma,1k-5k Employees,Forbes Global 2000,67,Noida
953,L&T Technology Services,3.4,IT Services & Consulting,10k-50k Employees,Public,12,Noida
954,Motilal Oswal Financial Services,3.8,Financial Services,10k-50k Employees,Public,37,Noida
955,Finnovationz,4.3,Financial Services,51-200 Employees,Startup,4,Noida
956,Xchanging,4.0,IT Services & Consulting,201-500 Employees,Public,26,Noida
957,Pernod Ricard,3.9,Beverage,1k-5k Employees,Forbes Global 2000,49,Noida
958,Salesforce,4.1,Software Product,5k-10k Employees,Public,25,Noida
959,Shadow Infosystem,5.0,IT Services & Consulting,11-50 Employees,Public,16,Noida
960,Rotork Controls,3.6,Industrial Machinery,201-500 Employees,Public,67,Noida
961,Zopsmart Technology,3.1,Software Product,201-500 Employees,Startup,10,Noida
962,Uber eats,4.5,Internet,1k-5k Employees (Global),Startup,10,Noida
963,DealShare,3.5,Internet,1k-5k Employees,Indian Unicorn,6,Noida
964,Publicis,3.7,Marketing & Advertising,5k-10k Employees,Forbes Global 2000,98,Noida
965,Stanza Living,3.1,Internet,501-1k Employees,Startup,7,Noida
966,Exide Industries,3.6,Auto Components,5k-10k Employees,Public,77,Noida
967,Piramal Group,4.0,Financial Services,10k-50k Employees,Fortune India 500,44,Noida
968,Adani Wilmar,4.2,FMCG,1k-5k Employees,Public,25,Noida
969,JK Lakshmi Cement,3.9,Building Material,1k-5k Employees,Public,42,Noida
970,Finolex Cables,3.9,Electrical Equipment,1k-5k Employees,Public,68,Noida
971,Locuz Enterprise Solutions,4.2,IT Services & Consulting,501-1k Employees,Public,25,Noida
972,Poonawalla Fincorp,3.9,NBFC,1k-5k Employees,Public,36,Noida
973,TE Connectivity,4.1,Industrial Machinery,1k-5k Employees,Forbes Global 2000,83,Noida
974,V-Mart,4.2,Retail,5k-10k Employees,Public,22,Noida
975,Infineon Technologies,3.8,Semiconductors,1k-5k Employees,Forbes Global 2000,25,Noida
976,JSW Steel,4.0,Iron & Steel,10k-50k Employees,Public,42,Noida
977,Sun Pharmaceutical Industries,4.1,Pharma,10k-50k Employees,Public,41,Noida
978,Sony,4.3,Consumer Electronics & Appliances,1k-5k Employees,Public,30,Noida
979,AtkinsRealis,4.0,Engineering & Construction,1k-5k Employees,Public,113,Noida
980,Ion Exchange India,3.9,Waste Management,1k-5k Employees,Public,60,Noida
981,Yash Papers,3.7,Pulp & Paper,501-1k Employees (Global),Public,43,Noida
982,Healthfore Technologies,3.2,IT Services & Consulting,51-200 Employees,Public,25,Noida
983,Indus OS,4.5,IT Services & Consulting,51-200 Employees,Startup,11,Noida
984,Spa Capital Service,3.3,Financial Services,501-1k Employees,Public,29,Noida
985,Indosolar,3.1,Power,51-200 Employees,Public,16,Noida
986,TUI India,4.2,Travel & Tourism,501-1k Employees,Forbes Global 2000,19,Gurugram
987,Indosolar,3.1,Power,51-200 Employees,Public,16,Noida
988,Unibera Developers,4.8,Real Estate,51-200 Employees,Public,20,Noida
989,TPI India,3.5,Packaging,51-200 Employees (Global),Public,49,Noida
990,Portdesk,1.0,Internet,11-50 Employees (Global),Startup,10,Noida
991,Portdesk,1.0,Internet,11-50 Employees (Global),Startup,10,Noida
992,Religare Commodities,4.1,Investment Banking / Venture Capital / Private Equity,1k-5k Employees (Global),Public,21,Noida
993,TPI India,3.5,Packaging,51-200 Employees (Global),Public,49,Noida
994,Sunil Hitech Engineers,4.3,Engineering & Construction,501-1k Employees,Public,26,Noida
995,Unibera Developers,4.8,Real Estate,51-200 Employees,Public,20,Noida
996,Lucky Nugget Gaming,4.1,Animation & VFX,51-200 Employees,MNC,12,Noida
997,Kezan Consulting,3.7,Other,11-50 Employees,Startup,1,Noida
998,Abhiman Innovations,5.0,Internet,11-50 Employees,Startup,4,Noida
999,Genius Corner,4.7,EdTech,11-50 Employees (Global),Public,14,Noida
1000,Religare Commodities,4.1,Investment Banking / Venture Capital / Private Equity,1k-5k Employees (Global),Public,21,Noida
1001,Sunil Hitech Engineers,4.3,Engineering & Construction,501-1k Employees,Public,26,Noida
1002,Lucky Nugget Gaming,4.1,Animation & VFX,51-200 Employees,MNC,12,Noida
1003,A.G. Enterprises,4.3,Electrical Equipment,11-50 Employees,Startup,3,Noida
1004,A.G. Enterprises,4.3,Electrical Equipment,11-50 Employees,Startup,3,Noida
0,TCS,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,56,Pune
1,Infosys,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,43,Pune
2,Cognizant,3.9,IT Services & Consulting,1 Lakh+ Employees,Forbes Global 2000,30,Pune
3,Wipro,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,79,Pune
4,Capgemini,3.8,IT Services & Consulting,1 Lakh+ Employees,Public,57,Pune
5,Tech Mahindra,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,38,Pune
6,Accenture,4.0,IT Services & Consulting,1 Lakh+ Employees,Public,35,Pune
7,Amdocs,4.0,Software Product,10k-50k Employees,Forbes Global 2000,42,Pune
8,Tata Motors,4.2,Automobile,10k-50k Employees,Public,79,Pune
9,Vodafone Idea,4.2,Telecom,5k-10k Employees,Public,6,Pune
10,IBM,4.1,IT Services & Consulting,1 Lakh+ Employees,Public,113,Pune
11,BNY Mellon,4.0,Investment Banking / Venture Capital / Private Equity,10k-50k Employees,Forbes Global 2000,20,Pune
12,Mphasis,3.5,IT Services & Consulting,10k-50k Employees,Public,26,Pune
13,John Deere,4.3,Industrial Machinery,5k-10k Employees,Fortune India 500,23,Pune
14,Concentrix Corporation,3.9,BPO,50k-1 Lakh Employees,Public,41,Pune
15,Persistent Systems,3.8,IT Services & Consulting,10k-50k Employees,Public,34,Pune
16,eClerx,3.5,IT Services & Consulting,10k-50k Employees,Public,24,Pune
17,Cummins,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,105,Pune
18,Tata Technologies,3.8,Engineering & Construction,5k-10k Employees,Conglomerate,35,Pune
19,L&T Infotech,3.8,IT Services & Consulting,10k-50k Employees,Public,28,Pune
20,Thermax Limited,4.2,Industrial Machinery,1k-5k Employees,Public,58,Pune
21,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Pune
22,Mahindra & Mahindra,4.2,Automobile,1 Lakh+ Employees,Public,79,Pune
23,LTIMindtree,3.6,IT Services & Consulting,50k-1 Lakh Employees,Public,27,Pune
24,Barclays,4.0,Banking,10k-50k Employees,Forbes Global 2000,334,Pune
25,Zensar Technologies,3.8,IT Services & Consulting,5k-10k Employees,Public,23,Pune
26,Bajaj Auto,3.9,Automobile,5k-10k Employees,Public,79,Pune
27,KPIT Technologies,3.6,Software Product,5k-10k Employees,Public,34,Pune
28,Tata Communications,4.1,Telecom,5k-10k Employees,Public,38,Pune
29,Johnson Controls,3.7,Industrial Automation,5k-10k Employees,Public,139,Pune
30,Bajaj Finserv,4.1,Financial Services,50k-1 Lakh Employees,Public,17,Pune
31,HSBC Group,4.1,Banking,10k-50k Employees,Forbes Global 2000,159,Pune
32,Amazon,4.1,Internet,1 Lakh+ Employees,Public,30,Pune
33,HDFC Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Pune
34,Atos,3.8,IT Services & Consulting,10k-50k Employees,Forbes Global 2000,27,Pune
35,ICICI Bank,4.0,Banking,1 Lakh+ Employees,Public,30,Pune
36,Deutsche Bank,4.0,Banking,10k-50k Employees,Fortune India 500,154,Pune
37,Emcure Pharmaceuticals,3.8,Pharma,5k-10k Employees,Fortune India 500,43,Pune
38,Fujitsu,3.9,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,89,Pune
39,Tietoevry,4.3,IT Services & Consulting,1k-5k Employees,Public,56,Pune
40,Automatic Data Processing (ADP),4.1,Software Product,1k-5k Employees,Forbes Global 2000,75,Pune
41,Eaton Corporation,4.0,Power,5k-10k Employees,Public,113,Pune
42,Allstate,4.0,Insurance,5k-10k Employees,Forbes Global 2000,12,Pune
43,Fiserv,3.6,FinTech,5k-10k Employees,Forbes Global 2000,40,Pune
44,Force Motors,3.6,Automobile,1k-5k Employees,Public,66,Pune
45,Lupin,4.1,Pharma,1k-5k Employees,Public,56,Pune
46,Birlasoft,3.8,IT Services & Consulting,10k-50k Employees,Public,29,Pune
47,UBS,3.9,Investment Banking / Venture Capital / Private Equity,5k-10k Employees,Forbes Global 2000,9,Pune
48,Bharat Forge,3.9,Iron & Steel,1k-5k Employees,Public,63,Pune
49,Dassault Systemes,4.0,Software Product,5k-10k Employees,Forbes Global 2000,43,Pune
50,BYJU'S,3.1,EdTech,10k-50k Employees,Indian Unicorn,13,Pune
51,Tata AutoComp Systems,3.9,Auto Components,1k-5k Employees,Public,29,Pune
52,ElasticRun,3.4,Logistics,1k-5k Employees,Indian Unicorn,8,Pune
53,Gallagher,3.9,Insurance,10k-50k Employees,Forbes Global 2000,97,Pune
54,Honeywell Automation,3.8,Consumer Electronics & Appliances,10k-50k Employees,Public,118,Pune
55,Kotak Mahindra Bank,3.9,Banking,50k-1 Lakh Employees,Public,21,Pune
56,Axis Bank,3.9,Banking,50k-1 Lakh Employees,Public,31,Pune
57,Flex,4.1,Logistics,5k-10k Employees,Forbes Global 2000,55,Pune
58,Varroc Group,3.8,Auto Components,1k-5k Employees,Public,36,Pune
59,FirstCry,3.8,Retail,1k-5k Employees,Indian Unicorn,14,Pune
60,Suzlon Group,4.2,Power,5k-10k Employees,Public,29,Pune
61,T-SYSTEMS ICT INDIA,3.9,IT Services & Consulting,1k-5k Employees,Public,8,Pune
62,Tech Mahindra Business Services,3.5,BPO,5k-10k Employees,Public,21,Pune
63,Hexaware Technologies,3.7,IT Services & Consulting,10k-50k Employees,Fortune India 500,34,Pune
64,Jabil Circuit India,4.0,Electronics Manufacturing,1k-5k Employees,Public,58,Pune
65,UNO Minda,4.1,Auto Components,201-500 Employees,Fortune India 500,66,Pune
66,HARMAN,3.9,Consumer Electronics & Appliances,5k-10k Employees,Public,15,Pune
67,MasterCard,4.1,FinTech,5k-10k Employees,Forbes Global 2000,58,Pune
68,Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,113,Pune
69,Principal Global Services,4.2,Insurance,1k-5k Employees,Forbes Global 2000,18,Pune
70,Mahindra CIE Automotive,3.8,Auto Components,1k-5k Employees,Public,25,Pune
71,Veritas,4.2,Software Product,1k-5k Employees,Public,35,Pune
72,Larsen & Toubro Limited,4.1,Engineering & Construction,10k-50k Employees,Public,86,Pune
73,JustDial,3.6,Internet,10k-50k Employees,Public,28,Pune
74,Atlas Copco,4.3,Industrial Machinery,1k-5k Employees,Public,151,Pune
75,Siemens,4.2,Industrial Automation,5k-10k Employees,Public,177,Pune
76,ZF Steering Gear,3.8,Auto Components,501-1k Employees,Public,109,Pune
77,AU Small Finance Bank,4.4,Banking,10k-50k Employees,Fortune India 500,28,Pune
78,Tata Elxsi,4.0,IT Services & Consulting,5k-10k Employees,Public,35,Pune
79,Ups Logistics,4.0,Logistics,1k-5k Employees,Forbes Global 2000,117,Pune
80,Jio,4.0,Telecom,50k-1 Lakh Employees,Public,6,Pune
81,NICE,3.8,Software Product,1k-5k Employees,Public,38,Pune
82,Ge India Industrial,4.3,Industrial Machinery,201-500 Employees,Conglomerate,122,Pune
83,Bharti Airtel,4.1,Telecom,10k-50k Employees,Public,29,Pune
84,Shapoorji Pallonji Group,4.2,Engineering & Construction,5k-10k Employees,Conglomerate,159,Pune
85,Gabriel India,4.2,Auto Components,1k-5k Employees,Public,63,Pune
